Dep_Airport,Arr_Airport,avg_duration,distance_type
BLV,PIE,125.0,Short Haul >1500Mi
BLV,SAV,108.0,Short Haul >1500Mi
BLV,SFB,126.0,Short Haul >1500Mi
BLV,SRQ,129.0,Short Haul >1500Mi
BLV,VPS,98.0,Short Haul >1500Mi
BMI,ATL,100.0,Short Haul >1500Mi
BMI,DEN,142.0,Short Haul >1500Mi
BMI,DFW,135.0,Short Haul >1500Mi
BMI,DTW,72.0,Short Haul >1500Mi
BMI,MCO,150.0,Short Haul >1500Mi
BMI,ORD,58.0,Short Haul >1500Mi
BMI,PIE,134.0,Short Haul >1500Mi
BMI,SFB,134.0,Short Haul >1500Mi
BNA,ABE,113.0,Short Haul >1500Mi
BNA,ALB,126.0,Short Haul >1500Mi
BNA,ATL,61.0,Short Haul >1500Mi
BNA,ATW,102.0,Short Haul >1500Mi
BNA,AUS,134.0,Short Haul >1500Mi
BNA,BDL,127.0,Short Haul >1500Mi
BNA,BOS,146.0,Short Haul >1500Mi
BNA,BUR,261.0,Medium Haul <3000Mi
BNA,BWI,96.0,Short Haul >1500Mi
BNA,BZN,220.0,Short Haul >1500Mi
BNA,CAK,87.0,Short Haul >1500Mi
BNA,CHS,80.0,Short Haul >1500Mi
BNA,CID,93.0,Short Haul >1500Mi
BNA,CLE,82.0,Short Haul >1500Mi
BNA,CLT,82.0,Short Haul >1500Mi
BNA,CMH,70.0,Short Haul >1500Mi
BNA,DAL,111.0,Short Haul >1500Mi
BNA,DCA,99.0,Short Haul >1500Mi
BNA,DEN,168.0,Short Haul >1500Mi
BNA,DFW,125.0,Short Haul >1500Mi
BNA,DSM,100.0,Short Haul >1500Mi
BNA,DTW,92.0,Short Haul >1500Mi
BNA,ECP,75.0,Short Haul >1500Mi
BNA,EWR,130.0,Short Haul >1500Mi
BNA,EYW,136.0,Short Haul >1500Mi
BNA,FAR,148.0,Short Haul >1500Mi
BNA,FLL,128.0,Short Haul >1500Mi
BNA,FNT,93.5,Short Haul >1500Mi
BNA,FSD,128.0,Short Haul >1500Mi
BNA,GNV,92.0,Short Haul >1500Mi
BNA,GRR,88.0,Short Haul >1500Mi
BNA,HDN,194.0,Short Haul >1500Mi
BNA,HOU,120.0,Short Haul >1500Mi
BNA,IAD,99.0,Short Haul >1500Mi
BNA,IAH,125.0,Short Haul >1500Mi
BNA,ISP,121.0,Short Haul >1500Mi
BNA,JAX,85.0,Short Haul >1500Mi
BNA,JFK,143.0,Short Haul >1500Mi
BNA,LAS,236.0,Medium Haul <3000Mi
BNA,LAX,264.0,Medium Haul <3000Mi
BNA,LGA,132.0,Short Haul >1500Mi
BNA,LGB,261.0,Medium Haul <3000Mi
BNA,MCI,96.0,Short Haul >1500Mi
BNA,MCO,106.0,Short Haul >1500Mi
BNA,MDT,102.0,Short Haul >1500Mi
BNA,MDW,84.0,Short Haul >1500Mi
BNA,MFE,159.0,Short Haul >1500Mi
BNA,MIA,131.0,Short Haul >1500Mi
BNA,MKE,88.0,Short Haul >1500Mi
BNA,MLB,108.0,Short Haul >1500Mi
BNA,MSP,123.0,Short Haul >1500Mi
BNA,MSY,87.0,Short Haul >1500Mi
BNA,MYR,80.0,Short Haul >1500Mi
BNA,OAK,281.0,Medium Haul <3000Mi
BNA,OKC,108.0,Short Haul >1500Mi
BNA,OMA,106.0,Short Haul >1500Mi
BNA,ORD,104.0,Short Haul >1500Mi
BNA,ORF,98.0,Short Haul >1500Mi
BNA,PGD,119.0,Short Haul >1500Mi
BNA,PHL,115.0,Short Haul >1500Mi
BNA,PHX,222.0,Short Haul >1500Mi
BNA,PIA,78.0,Short Haul >1500Mi
BNA,PIE,104.0,Short Haul >1500Mi
BNA,PIT,83.0,Short Haul >1500Mi
BNA,PNS,76.0,Short Haul >1500Mi
BNA,PSM,146.5,Short Haul >1500Mi
BNA,PVD,138.0,Short Haul >1500Mi
BNA,PVU,219.0,Short Haul >1500Mi
BNA,RDU,87.0,Short Haul >1500Mi
BNA,RIC,93.0,Short Haul >1500Mi
BNA,ROA,76.5,Short Haul >1500Mi
BNA,RSW,115.0,Short Haul >1500Mi
BNA,SAN,254.0,Medium Haul <3000Mi
BNA,SAT,136.0,Short Haul >1500Mi
BNA,SAV,79.0,Short Haul >1500Mi
BNA,SEA,296.0,Medium Haul <3000Mi
BNA,SFB,105.5,Short Haul >1500Mi
BNA,SFO,284.0,Medium Haul <3000Mi
BNA,SJC,275.0,Medium Haul <3000Mi
BNA,SJU,233.0,Medium Haul <3000Mi
BNA,SLC,214.0,Short Haul >1500Mi
BNA,SMF,275.0,Medium Haul <3000Mi
BNA,SNA,268.0,Medium Haul <3000Mi
BNA,SRQ,107.0,Short Haul >1500Mi
BNA,STL,66.0,Short Haul >1500Mi
BNA,SYR,117.0,Short Haul >1500Mi
BNA,TPA,102.0,Short Haul >1500Mi
BNA,VPS,77.0,Short Haul >1500Mi
BNA,XNA,87.0,Short Haul >1500Mi
BOI,ATL,234.0,Medium Haul <3000Mi
BOI,AZA,124.0,Short Haul >1500Mi
BOI,BUR,123.5,Short Haul >1500Mi
BOI,DEN,109.0,Short Haul >1500Mi
BOI,DFW,183.0,Short Haul >1500Mi
BOI,GEG,66.0,Short Haul >1500Mi
BOI,IAH,214.5,Short Haul >1500Mi
BOI,LAS,102.0,Short Haul >1500Mi
BOI,LAX,135.0,Short Haul >1500Mi
BOI,LGB,115.0,Short Haul >1500Mi
BOI,MDW,191.0,Short Haul >1500Mi
BOI,MSP,163.0,Short Haul >1500Mi
BOI,OAK,98.0,Short Haul >1500Mi
BOI,ORD,199.5,Short Haul >1500Mi
BOI,PDX,78.0,Short Haul >1500Mi
BOI,PHX,120.0,Short Haul >1500Mi
BOI,PSP,131.0,Short Haul >1500Mi
BOI,SAN,136.0,Short Haul >1500Mi
BOI,SEA,94.0,Short Haul >1500Mi
BOI,SFO,108.0,Short Haul >1500Mi
BOI,SJC,100.0,Short Haul >1500Mi
BOI,SLC,67.0,Short Haul >1500Mi
BOI,SMF,82.0,Short Haul >1500Mi
BOI,SNA,129.0,Short Haul >1500Mi
BOS,ACK,47.0,Short Haul >1500Mi
BOS,AGS,156.0,Short Haul >1500Mi
BOS,ATL,166.0,Short Haul >1500Mi
BOS,AUS,267.0,Medium Haul <3000Mi
BOS,AVL,138.0,Short Haul >1500Mi
BOS,BNA,165.0,Short Haul >1500Mi
BOS,BUF,88.0,Short Haul >1500Mi
BOS,BWI,87.0,Short Haul >1500Mi
BOS,BZN,292.0,Medium Haul <3000Mi
BOS,CHS,147.0,Short Haul >1500Mi
BOS,CLE,119.0,Short Haul >1500Mi
BOS,CLT,141.0,Short Haul >1500Mi
BOS,CMH,129.0,Short Haul >1500Mi
BOS,CVG,143.0,Short Haul >1500Mi
BOS,DCA,100.0,Short Haul >1500Mi
BOS,DEN,269.0,Medium Haul <3000Mi
BOS,DFW,254.0,Medium Haul <3000Mi
BOS,DTW,126.0,Short Haul >1500Mi
BOS,EWR,82.0,Short Haul >1500Mi
BOS,EYW,224.0,Short Haul >1500Mi
BOS,FLL,201.0,Short Haul >1500Mi
BOS,GRR,131.0,Short Haul >1500Mi
BOS,HDN,295.0,Medium Haul <3000Mi
BOS,HHH,167.0,Short Haul >1500Mi
BOS,HNL,671.0,Long Haul <6000Mi
BOS,HOU,226.5,Medium Haul <3000Mi
BOS,HPN,68.0,Short Haul >1500Mi
BOS,IAD,94.0,Short Haul >1500Mi
BOS,IAH,252.0,Medium Haul <3000Mi
BOS,ILM,125.5,Short Haul >1500Mi
BOS,IND,155.0,Short Haul >1500Mi
BOS,JAX,171.0,Short Haul >1500Mi
BOS,JFK,77.0,Short Haul >1500Mi
BOS,LAS,347.0,Medium Haul <3000Mi
BOS,LAX,375.0,Medium Haul <3000Mi
BOS,LGA,75.0,Short Haul >1500Mi
BOS,MCI,208.0,Short Haul >1500Mi
BOS,MCO,192.0,Short Haul >1500Mi
BOS,MDW,148.0,Short Haul >1500Mi
BOS,MEM,196.0,Short Haul >1500Mi
BOS,MIA,207.0,Short Haul >1500Mi
BOS,MKE,157.0,Short Haul >1500Mi
BOS,MSN,158.5,Short Haul >1500Mi
BOS,MSP,189.0,Short Haul >1500Mi
BOS,MSY,218.0,Short Haul >1500Mi
BOS,MVY,38.0,Short Haul >1500Mi
BOS,MYR,127.0,Short Haul >1500Mi
BOS,OMA,208.0,Short Haul >1500Mi
BOS,ORD,167.0,Short Haul >1500Mi
BOS,ORF,101.5,Short Haul >1500Mi
BOS,PBI,194.0,Short Haul >1500Mi
BOS,PDX,364.0,Medium Haul <3000Mi
BOS,PHL,86.0,Short Haul >1500Mi
BOS,PHX,339.0,Medium Haul <3000Mi
BOS,PIT,107.0,Short Haul >1500Mi
BOS,PNS,207.0,Short Haul >1500Mi
BOS,RDU,121.0,Short Haul >1500Mi
BOS,RIC,106.0,Short Haul >1500Mi
BOS,ROC,83.0,Short Haul >1500Mi
BOS,RSW,207.0,Short Haul >1500Mi
BOS,SAN,374.0,Medium Haul <3000Mi
BOS,SAT,271.0,Medium Haul <3000Mi
BOS,SAV,159.0,Short Haul >1500Mi
BOS,SDF,151.0,Short Haul >1500Mi
BOS,SEA,369.0,Medium Haul <3000Mi
BOS,SFO,388.0,Medium Haul <3000Mi
BOS,SJC,384.0,Medium Haul <3000Mi
BOS,SJU,234.0,Medium Haul <3000Mi
BOS,SLC,315.0,Medium Haul <3000Mi
BOS,SMF,375.0,Medium Haul <3000Mi
BOS,SRQ,206.0,Short Haul >1500Mi
BOS,STL,178.0,Short Haul >1500Mi
BOS,STT,235.5,Medium Haul <3000Mi
BOS,SYR,70.0,Short Haul >1500Mi
BOS,TPA,196.0,Short Haul >1500Mi
BOS,TVC,144.0,Short Haul >1500Mi
BOS,TYS,138.0,Short Haul >1500Mi
BOS,VPS,203.0,Short Haul >1500Mi
BPT,DFW,77.0,Short Haul >1500Mi
BQK,ATL,68.0,Short Haul >1500Mi
BQN,EWR,228.0,Medium Haul <3000Mi
BQN,FLL,150.0,Short Haul >1500Mi
BQN,JFK,230.0,Medium Haul <3000Mi
BQN,MCO,173.0,Short Haul >1500Mi
BQN,TPA,172.0,Short Haul >1500Mi
BRD,MSP,46.0,Short Haul >1500Mi
BRO,DFW,96.0,Short Haul >1500Mi
BRO,IAH,90.0,Short Haul >1500Mi
BRW,ANC,110.0,Short Haul >1500Mi
BTM,SLC,74.0,Short Haul >1500Mi
BTR,ATL,86.0,Short Haul >1500Mi
BTR,BHM,94.0,Short Haul >1500Mi
BTR,CLT,121.0,Short Haul >1500Mi
BTR,DCA,153.0,Short Haul >1500Mi
BTR,DFW,92.0,Short Haul >1500Mi
BTR,IAH,76.0,Short Haul >1500Mi
BTR,MCO,210.0,Short Haul >1500Mi
BTR,XNA,102.0,Short Haul >1500Mi
BTV,ATL,162.0,Short Haul >1500Mi
BTV,CLT,141.0,Short Haul >1500Mi
BTV,DCA,106.0,Short Haul >1500Mi
BTV,DEN,245.0,Medium Haul <3000Mi
BTV,DFW,234.0,Medium Haul <3000Mi
BTV,DTW,107.0,Short Haul >1500Mi
BTV,EWR,83.0,Short Haul >1500Mi
BTV,IAD,97.0,Short Haul >1500Mi
BTV,JFK,83.0,Short Haul >1500Mi
BTV,LGA,77.0,Short Haul >1500Mi
BTV,MIA,225.5,Short Haul >1500Mi
BTV,MSP,159.0,Short Haul >1500Mi
BTV,ORD,147.0,Short Haul >1500Mi
BTV,PHL,84.0,Short Haul >1500Mi
BUF,ATL,121.0,Short Haul >1500Mi
BUF,BOS,81.0,Short Haul >1500Mi
BUF,BWI,64.0,Short Haul >1500Mi
BUF,CLT,109.0,Short Haul >1500Mi
BUF,DCA,76.0,Short Haul >1500Mi
BUF,DEN,205.0,Short Haul >1500Mi
BUF,DFW,198.0,Short Haul >1500Mi
BUF,DTW,64.0,Short Haul >1500Mi
BUF,EWR,82.0,Short Haul >1500Mi
BUF,FLL,176.0,Short Haul >1500Mi
BUF,IAD,71.5,Short Haul >1500Mi
BUF,JFK,83.0,Short Haul >1500Mi
BUF,LAS,280.0,Medium Haul <3000Mi
BUF,LAX,323.0,Medium Haul <3000Mi
BUF,LGA,78.0,Short Haul >1500Mi
BUF,MCI,152.0,Short Haul >1500Mi
BUF,MCO,157.0,Short Haul >1500Mi
BUF,MDW,92.0,Short Haul >1500Mi
BUF,MIA,186.0,Short Haul >1500Mi
BUF,MSP,126.0,Short Haul >1500Mi
BUF,ORD,110.0,Short Haul >1500Mi
BUF,PHL,77.0,Short Haul >1500Mi
BUF,PHX,270.5,Medium Haul <3000Mi
BUF,RDU,96.0,Short Haul >1500Mi
BUF,RSW,181.0,Short Haul >1500Mi
BUF,SRQ,163.0,Short Haul >1500Mi
BUF,TPA,159.0,Short Haul >1500Mi
BUR,ABQ,105.0,Short Haul >1500Mi
BUR,AUS,170.0,Short Haul >1500Mi
BUR,BNA,229.0,Medium Haul <3000Mi
BUR,BOI,120.0,Short Haul >1500Mi
BUR,DAL,173.0,Short Haul >1500Mi
BUR,DEN,130.0,Short Haul >1500Mi
BUR,DFW,183.0,Short Haul >1500Mi
BUR,EUG,120.0,Short Haul >1500Mi
BUR,FLL,288.0,Medium Haul <3000Mi
BUR,HOU,184.0,Short Haul >1500Mi
BUR,JFK,316.0,Medium Haul <3000Mi
BUR,LAS,64.0,Short Haul >1500Mi
BUR,MDW,226.0,Medium Haul <3000Mi
BUR,OAK,69.0,Short Haul >1500Mi
BUR,PDX,133.0,Short Haul >1500Mi
BUR,PHX,84.0,Short Haul >1500Mi
BUR,RNO,74.0,Short Haul >1500Mi
BUR,SEA,158.0,Short Haul >1500Mi
BUR,SFO,78.0,Short Haul >1500Mi
BUR,SJC,64.0,Short Haul >1500Mi
BUR,SLC,107.0,Short Haul >1500Mi
BUR,SMF,74.0,Short Haul >1500Mi
BUR,STS,96.0,Short Haul >1500Mi
BWI,ABQ,246.0,Medium Haul <3000Mi
BWI,ALB,67.0,Short Haul >1500Mi
BWI,ATL,109.0,Short Haul >1500Mi
BWI,AUS,208.0,Short Haul >1500Mi
BWI,AVL,83.0,Short Haul >1500Mi
BWI,BDL,66.0,Short Haul >1500Mi
BWI,BHM,117.0,Short Haul >1500Mi
BWI,BNA,107.0,Short Haul >1500Mi
BWI,BOS,81.0,Short Haul >1500Mi
BWI,BUF,64.0,Short Haul >1500Mi
BWI,CHS,93.0,Short Haul >1500Mi
BWI,CLE,70.0,Short Haul >1500Mi
BWI,CLT,87.0,Short Haul >1500Mi
BWI,CMH,74.0,Short Haul >1500Mi
BWI,CVG,89.0,Short Haul >1500Mi
BWI,DAL,189.0,Short Haul >1500Mi
BWI,DEN,230.0,Short Haul >1500Mi
BWI,DFW,203.0,Short Haul >1500Mi
BWI,DTW,86.0,Short Haul >1500Mi
BWI,ECP,130.0,Short Haul >1500Mi
BWI,FLL,150.0,Short Haul >1500Mi
BWI,GRR,96.0,Short Haul >1500Mi
BWI,GSP,84.0,Short Haul >1500Mi
BWI,HOU,195.0,Short Haul >1500Mi
BWI,IAH,197.0,Short Haul >1500Mi
BWI,IND,99.0,Short Haul >1500Mi
BWI,ISP,60.0,Short Haul >1500Mi
BWI,JAN,146.0,Short Haul >1500Mi
BWI,JAX,115.0,Short Haul >1500Mi
BWI,JFK,74.0,Short Haul >1500Mi
BWI,LAS,303.0,Medium Haul <3000Mi
BWI,LAX,330.0,Medium Haul <3000Mi
BWI,MCI,156.0,Short Haul >1500Mi
BWI,MCO,137.0,Short Haul >1500Mi
BWI,MDW,114.0,Short Haul >1500Mi
BWI,MEM,131.0,Short Haul >1500Mi
BWI,MHT,77.0,Short Haul >1500Mi
BWI,MIA,155.0,Short Haul >1500Mi
BWI,MKE,113.0,Short Haul >1500Mi
BWI,MSP,152.0,Short Haul >1500Mi
BWI,MSY,159.0,Short Haul >1500Mi
BWI,MYR,79.0,Short Haul >1500Mi
BWI,OAK,342.0,Medium Haul <3000Mi
BWI,ORD,125.0,Short Haul >1500Mi
BWI,ORF,49.0,Short Haul >1500Mi
BWI,PBI,143.0,Short Haul >1500Mi
BWI,PGD,154.0,Short Haul >1500Mi
BWI,PHX,294.0,Medium Haul <3000Mi
BWI,PIT,54.0,Short Haul >1500Mi
BWI,PVD,69.0,Short Haul >1500Mi
BWI,PWM,81.0,Short Haul >1500Mi
BWI,RDU,64.0,Short Haul >1500Mi
BWI,ROC,65.0,Short Haul >1500Mi
BWI,RSW,150.0,Short Haul >1500Mi
BWI,SAN,322.0,Medium Haul <3000Mi
BWI,SAT,212.0,Short Haul >1500Mi
BWI,SAV,102.0,Short Haul >1500Mi
BWI,SDF,99.0,Short Haul >1500Mi
BWI,SEA,339.0,Medium Haul <3000Mi
BWI,SFO,347.0,Medium Haul <3000Mi
BWI,SJU,229.0,Medium Haul <3000Mi
BWI,SLC,276.0,Medium Haul <3000Mi
BWI,SRQ,145.0,Short Haul >1500Mi
BWI,STL,128.0,Short Haul >1500Mi
BWI,SYR,64.0,Short Haul >1500Mi
BWI,TPA,139.0,Short Haul >1500Mi
BWI,VPS,134.0,Short Haul >1500Mi
BZN,ATL,215.0,Medium Haul <3000Mi
BZN,AUS,179.0,Short Haul >1500Mi
BZN,AZA,140.0,Short Haul >1500Mi
BZN,BNA,198.0,Short Haul >1500Mi
BZN,BOS,253.0,Medium Haul <3000Mi
BZN,DAL,161.0,Short Haul >1500Mi
BZN,DEN,98.0,Short Haul >1500Mi
BZN,DFW,175.0,Short Haul >1500Mi
BZN,DTW,190.0,Short Haul >1500Mi
BZN,EWR,252.0,Medium Haul <3000Mi
BZN,IAH,203.0,Short Haul >1500Mi
BZN,JFK,253.0,Medium Haul <3000Mi
BZN,LAS,120.0,Short Haul >1500Mi
BZN,LAX,160.0,Short Haul >1500Mi
BZN,MSP,132.0,Short Haul >1500Mi
BZN,ORD,174.0,Short Haul >1500Mi
BZN,PDX,107.0,Short Haul >1500Mi
BZN,SAN,159.0,Short Haul >1500Mi
BZN,SEA,112.0,Short Haul >1500Mi
BZN,SFO,144.0,Short Haul >1500Mi
BZN,SLC,77.0,Short Haul >1500Mi
CAE,ATL,62.0,Short Haul >1500Mi
CAE,CLT,61.0,Short Haul >1500Mi
CAE,DCA,86.0,Short Haul >1500Mi
CAE,DFW,166.0,Short Haul >1500Mi
CAE,LGA,109.0,Short Haul >1500Mi
CAE,MIA,100.0,Short Haul >1500Mi
CAE,ORD,139.0,Short Haul >1500Mi
CAK,BNA,89.0,Short Haul >1500Mi
CAK,CLT,96.0,Short Haul >1500Mi
CAK,DCA,75.0,Short Haul >1500Mi
CAK,FLL,162.0,Short Haul >1500Mi
CAK,MYR,89.0,Short Haul >1500Mi
CAK,ORD,94.0,Short Haul >1500Mi
CAK,PGD,148.0,Short Haul >1500Mi
CAK,PIE,138.0,Short Haul >1500Mi
CAK,SAV,103.0,Short Haul >1500Mi
CAK,SFB,131.0,Short Haul >1500Mi
CAK,SRQ,140.5,Short Haul >1500Mi
CDC,SLC,58.0,Short Haul >1500Mi
CDV,ANC,52.0,Short Haul >1500Mi
CDV,YAK,52.0,Short Haul >1500Mi
CHA,ATL,47.0,Short Haul >1500Mi
CHA,CLT,79.0,Short Haul >1500Mi
CHA,DCA,101.0,Short Haul >1500Mi
CHA,DFW,137.0,Short Haul >1500Mi
CHA,DTW,103.0,Short Haul >1500Mi
CHA,MIA,122.0,Short Haul >1500Mi
CHA,ORD,117.0,Short Haul >1500Mi
CHA,PIE,89.0,Short Haul >1500Mi
CHA,SFB,91.0,Short Haul >1500Mi
CHO,ATL,93.0,Short Haul >1500Mi
CHO,CLT,70.0,Short Haul >1500Mi
CHO,LGA,81.0,Short Haul >1500Mi
CHO,ORD,117.0,Short Haul >1500Mi
CHS,ATL,69.0,Short Haul >1500Mi
CHS,AUS,163.0,Short Haul >1500Mi
CHS,BNA,85.0,Short Haul >1500Mi
CHS,BOS,133.0,Short Haul >1500Mi
CHS,BWI,83.0,Short Haul >1500Mi
CHS,CLT,63.0,Short Haul >1500Mi
CHS,CVG,99.0,Short Haul >1500Mi
CHS,DAL,156.0,Short Haul >1500Mi
CHS,DCA,91.0,Short Haul >1500Mi
CHS,DEN,226.0,Short Haul >1500Mi
CHS,DFW,173.0,Short Haul >1500Mi
CHS,DTW,116.0,Short Haul >1500Mi
CHS,EWR,113.0,Short Haul >1500Mi
CHS,FLL,94.0,Short Haul >1500Mi
CHS,HOU,152.0,Short Haul >1500Mi
CHS,HPN,116.0,Short Haul >1500Mi
CHS,IAD,86.0,Short Haul >1500Mi
CHS,IAH,165.0,Short Haul >1500Mi
CHS,IND,103.0,Short Haul >1500Mi
CHS,JFK,115.0,Short Haul >1500Mi
CHS,LAS,292.0,Medium Haul <3000Mi
CHS,LAX,313.0,Medium Haul <3000Mi
CHS,LCK,92.0,Short Haul >1500Mi
CHS,LGA,111.0,Short Haul >1500Mi
CHS,MDW,125.0,Short Haul >1500Mi
CHS,MIA,95.0,Short Haul >1500Mi
CHS,MSP,172.0,Short Haul >1500Mi
CHS,ORD,142.0,Short Haul >1500Mi
CHS,PHL,103.0,Short Haul >1500Mi
CHS,PIT,96.0,Short Haul >1500Mi
CHS,RSW,94.0,Short Haul >1500Mi
CHS,SEA,349.0,Medium Haul <3000Mi
CHS,STL,122.0,Short Haul >1500Mi
CHS,TPA,83.5,Short Haul >1500Mi
CID,ATL,117.0,Short Haul >1500Mi
CID,AZA,188.0,Short Haul >1500Mi
CID,BNA,88.0,Short Haul >1500Mi
CID,CLT,129.0,Short Haul >1500Mi
CID,DCA,127.0,Short Haul >1500Mi
CID,DEN,125.0,Short Haul >1500Mi
CID,DFW,128.0,Short Haul >1500Mi
CID,FLL,182.5,Short Haul >1500Mi
CID,LAS,203.0,Short Haul >1500Mi
CID,LAX,216.5,Medium Haul <3000Mi
CID,MCO,166.0,Short Haul >1500Mi
CID,MIA,196.0,Short Haul >1500Mi
CID,MSP,66.0,Short Haul >1500Mi
CID,ORD,72.0,Short Haul >1500Mi
CID,PGD,168.5,Short Haul >1500Mi
CID,PHX,194.0,Short Haul >1500Mi
CID,PIE,149.0,Short Haul >1500Mi
CID,SCE,117.0,Short Haul >1500Mi
CID,SFB,150.0,Short Haul >1500Mi
CID,SRQ,159.0,Short Haul >1500Mi
CIU,DTW,72.0,Short Haul >1500Mi
CIU,MSP,94.0,Short Haul >1500Mi
CKB,MYR,70.5,Short Haul >1500Mi
CKB,PIE,124.0,Short Haul >1500Mi
CKB,SFB,114.0,Short Haul >1500Mi
CKB,VPS,130.0,Short Haul >1500Mi
CLE,ATL,102.0,Short Haul >1500Mi
CLE,AUS,179.0,Short Haul >1500Mi
CLE,BNA,87.0,Short Haul >1500Mi
CLE,BOS,103.0,Short Haul >1500Mi
CLE,BWI,67.0,Short Haul >1500Mi
CLE,CLT,94.0,Short Haul >1500Mi
CLE,DCA,77.0,Short Haul >1500Mi
CLE,DEN,192.0,Short Haul >1500Mi
CLE,DFW,173.0,Short Haul >1500Mi
CLE,DTW,48.0,Short Haul >1500Mi
CLE,EWR,90.0,Short Haul >1500Mi
CLE,FLL,164.0,Short Haul >1500Mi
CLE,IAD,70.0,Short Haul >1500Mi
CLE,IAH,180.0,Short Haul >1500Mi
CLE,JFK,100.0,Short Haul >1500Mi
CLE,LAS,267.0,Medium Haul <3000Mi
CLE,LAX,295.0,Medium Haul <3000Mi
CLE,LGA,91.0,Short Haul >1500Mi
CLE,MCO,146.0,Short Haul >1500Mi
CLE,MDW,68.0,Short Haul >1500Mi
CLE,MIA,169.0,Short Haul >1500Mi
CLE,MSP,119.0,Short Haul >1500Mi
CLE,MYR,95.0,Short Haul >1500Mi
CLE,ORD,84.0,Short Haul >1500Mi
CLE,PHL,78.0,Short Haul >1500Mi
CLE,PHX,260.0,Medium Haul <3000Mi
CLE,RDU,87.0,Short Haul >1500Mi
CLE,RSW,160.0,Short Haul >1500Mi
CLE,SAN,288.0,Medium Haul <3000Mi
CLE,SEA,299.0,Medium Haul <3000Mi
CLE,SFO,308.0,Medium Haul <3000Mi
CLE,SJU,257.0,Medium Haul <3000Mi
CLE,SRQ,153.0,Short Haul >1500Mi
CLE,STL,89.0,Short Haul >1500Mi
CLE,TPA,146.0,Short Haul >1500Mi
CLL,BHM,94.0,Short Haul >1500Mi
CLL,DFW,65.0,Short Haul >1500Mi
CLL,MIA,142.0,Short Haul >1500Mi
CLT,ABE,105.0,Short Haul >1500Mi
CLT,ACK,140.5,Short Haul >1500Mi
CLT,AGS,61.0,Short Haul >1500Mi
CLT,ALB,110.0,Short Haul >1500Mi
CLT,ATL,68.0,Short Haul >1500Mi
CLT,ATW,145.0,Short Haul >1500Mi
CLT,AUS,175.0,Short Haul >1500Mi
CLT,AVL,52.0,Short Haul >1500Mi
CLT,AVP,98.0,Short Haul >1500Mi
CLT,BDL,110.0,Short Haul >1500Mi
CLT,BGR,139.0,Short Haul >1500Mi
CLT,BHM,89.0,Short Haul >1500Mi
CLT,BNA,85.0,Short Haul >1500Mi
CLT,BOS,127.0,Short Haul >1500Mi
CLT,BTR,132.0,Short Haul >1500Mi
CLT,BTV,135.0,Short Haul >1500Mi
CLT,BUF,98.0,Short Haul >1500Mi
CLT,BWI,79.0,Short Haul >1500Mi
CLT,CAE,50.0,Short Haul >1500Mi
CLT,CAK,94.0,Short Haul >1500Mi
CLT,CHA,76.0,Short Haul >1500Mi
CLT,CHO,71.0,Short Haul >1500Mi
CLT,CHS,61.0,Short Haul >1500Mi
CLT,CID,130.0,Short Haul >1500Mi
CLT,CLE,90.0,Short Haul >1500Mi
CLT,CMH,80.0,Short Haul >1500Mi
CLT,CRW,70.0,Short Haul >1500Mi
CLT,CVG,84.0,Short Haul >1500Mi
CLT,DAB,85.0,Short Haul >1500Mi
CLT,DAL,156.0,Short Haul >1500Mi
CLT,DAY,93.0,Short Haul >1500Mi
CLT,DCA,80.0,Short Haul >1500Mi
CLT,DEN,215.0,Short Haul >1500Mi
CLT,DFW,167.0,Short Haul >1500Mi
CLT,DSM,144.0,Short Haul >1500Mi
CLT,DTW,100.0,Short Haul >1500Mi
CLT,ECP,100.0,Short Haul >1500Mi
CLT,EWN,64.0,Short Haul >1500Mi
CLT,EWR,108.0,Short Haul >1500Mi
CLT,EYW,126.0,Short Haul >1500Mi
CLT,FAY,53.0,Short Haul >1500Mi
CLT,FLL,113.0,Short Haul >1500Mi
CLT,FSD,172.0,Short Haul >1500Mi
CLT,GNV,91.0,Short Haul >1500Mi
CLT,GPT,118.0,Short Haul >1500Mi
CLT,GRR,109.0,Short Haul >1500Mi
CLT,GSO,49.0,Short Haul >1500Mi
CLT,GSP,48.0,Short Haul >1500Mi
CLT,HHH,67.0,Short Haul >1500Mi
CLT,HOU,155.0,Short Haul >1500Mi
CLT,HPN,118.0,Short Haul >1500Mi
CLT,HSV,88.0,Short Haul >1500Mi
CLT,HTS,69.5,Short Haul >1500Mi
CLT,IAD,79.0,Short Haul >1500Mi
CLT,IAH,160.0,Short Haul >1500Mi
CLT,ILM,57.0,Short Haul >1500Mi
CLT,IND,94.0,Short Haul >1500Mi
CLT,JAN,119.0,Short Haul >1500Mi
CLT,JAX,76.0,Short Haul >1500Mi
CLT,JFK,114.0,Short Haul >1500Mi
CLT,LAS,282.0,Medium Haul <3000Mi
CLT,LAX,306.0,Medium Haul <3000Mi
CLT,LEX,80.0,Short Haul >1500Mi
CLT,LFT,142.0,Short Haul >1500Mi
CLT,LGA,106.0,Short Haul >1500Mi
CLT,LIT,125.0,Short Haul >1500Mi
CLT,MCI,143.0,Short Haul >1500Mi
CLT,MCO,99.0,Short Haul >1500Mi
CLT,MDT,93.0,Short Haul >1500Mi
CLT,MDW,109.0,Short Haul >1500Mi
CLT,MEM,105.0,Short Haul >1500Mi
CLT,MHT,130.0,Short Haul >1500Mi
